GrLivArea,LotArea,TotalBsmtSF,BsmtUnfSF,GarageArea,YearBuilt,LotFrontage,YearRemodAdd,BsmtFinSF1,OpenPorchSF,SalePrice
1242,9600,1242,326,528,1973,80.0,1973,916,0,175500
1344,4571,624,624,513,1916,34.0,1950,0,0,98000
1663,53227,1364,248,529,1954,70.04995836802665,1994,1116,137,256000
1666,5100,588,588,228,1925,70.04995836802665,1996,0,63,161000
1203,7015,709,524,352,1950,70.04995836802665,1950,185,0,110000
1935,8004,832,288,552,2009,75.0,2009,544,150,263435
1135,7200,560,0,576,1936,60.0,2007,350,0,155000
864,8281,864,0,360,1965,60.0,1965,553,0,62383
1660,11988,715,389,240,1934,74.0,1995,326,0,188700
1040,8430,1040,424,0,1978,60.0,1978,616,0,124000
1414,3072,1375,1375,398,2004,70.04995836802665,2004,0,20,178740
1277,10628,1277,499,526,1970,85.0,1970,778,0,167000
1644,9480,728,342,312,1942,79.0,1995,386,0,146500
1634,11428,1626,1626,866,2006,98.0,2006,0,44,250000
1710,9291,832,406,506,1993,76.0,1993,426,70,187000
1502,6820,1488,0,528,1985,70.04995836802665,1985,368,54,212000
1969,11952,808,808,534,1977,92.0,1977,0,0,190000
1072,3675,547,88,525,2005,35.0,2005,459,28,148000
1976,14977,1976,626,908,2006,110.0,2007,1350,63,440000
1652,5330,1494,298,499,2000,41.0,2000,1196,48,251000
970,8480,970,340,624,1963,80.0,1963,630,24,132500
1493,13125,1478,484,508,1997,75.0,1998,994,39,208900
2643,13693,2153,2153,694,2006,105.0,2006,0,84,380000
1718,10637,1705,417,826,2007,79.0,2008,1288,44,297000
1131,5925,907,739,672,1937,50.0,2000,168,72,89471
1850,16033,1833,572,772,2004,98.0,2005,1261,112,326000
1792,11846,1792,225,874,2003,72.0,2004,1567,49,374000
1826,2500,910,611,164,1915,50.0,2005,299,0,155000
1216,4500,1216,319,402,1998,32.0,1998,897,125,164000
999,7758,999,411,264,1962,70.04995836802665,2001,588,132,132500
1113,9600,1113,506,264,1950,80.0,2007,607,80,147000
1073,10289,1073,237,515,1965,79.0,1965,836,0,156000
1484,12243,1484,486,487,1971,70.0,1971,998,0,175000
2414,10800,954,290,520,1900,60.0,1970,664,0,160000
630,1526,630,115,286,1970,21.0,2002,515,0,86000
1304,2665,264,264,336,1976,70.04995836802665,1976,0,24,115000
1578,9490,806,238,240,1941,79.0,1950,403,0,133000
1456,15578,728,728,429,2006,105.0,2006,0,0,172785
1269,7931,1269,363,308,1960,70.0,1960,374,0,155000
886,5784,190,190,273,1938,50.0,1996,0,20,91300
720,7879,720,225,0,1920,60.0,1950,495,523,34900
3228,12692,3200,1969,546,1992,70.04995836802665,1993,1231,75,430000
1820,9120,1026,697,240,1925,60.0,1950,329,100,184000
899,7800,864,414,288,1967,65.0,2004,450,0,130000
912,7535,912,522,297,1958,70.0,1985,111,285,120000
1218,1890,672,316,264,1973,21.0,1973,356,28,113000
1768,9803,866,466,603,2005,75.0,2005,400,108,226700
1214,9170,1214,420,461,1965,70.0,1965,698,0,140000
1801,15602,1501,254,484,1959,100.0,1997,1247,54,289000
1322,2308,855,103,440,1974,24.0,1974,257,0,147000
1960,7596,960,960,400,1952,60.0,1952,0,0,124500
1911,9554,777,397,471,1993,80.0,1994,380,81,215000
1218,7862,1218,1191,676,2009,75.0,2009,27,102,208300
1378,9600,689,548,360,1928,60.0,2005,141,0,161000
1041,9600,1041,50,270,1959,80.0,1959,991,88,124500
1363,14559,1008,178,288,1951,75.0,2000,650,42,164900
1368,6792,1368,1368,474,2005,40.0,2006,0,35,202665
864,9100,864,169,624,1958,70.0,1958,521,0,129900
1080,9187,1084,748,484,1983,71.0,1983,336,0,134000
789,10594,768,768,200,1926,55.0,1950,0,0,96500
2020,12220,2006,570,900,2009,94.0,2009,1436,54,402861
2119,10448,689,689,583,1972,70.04995836802665,1972,0,104,158000
2344,10208,1264,1264,889,1996,79.0,1997,0,0,265000
1796,9531,794,88,546,1998,70.04995836802665,1998,706,36,211000
2080,10918,1276,1276,282,1926,53.0,2004,0,0,234000
1294,10800,0,0,0,1900,60.0,2000,0,114,106250
1244,11988,1244,467,336,1957,90.0,1957,777,40,150000
1664,5000,1004,605,420,1947,50.0,1950,399,24,159000
4676,40094,3138,878,884,2007,130.0,2008,2260,406,184750
2398,11787,1379,660,834,1996,95.0,1997,719,60,315750
1266,7500,1257,1257,453,2005,62.0,2005,0,144,176000
928,13300,928,551,252,1956,70.0,2000,377,0,132000
2713,14948,1452,122,858,2008,67.0,2008,1330,66,446261
605,9098,528,180,0,1920,58.0,2002,348,0,86000
2515,32668,2035,816,484,1957,70.04995836802665,1975,1219,0,200624
1509,10200,1461,678,600,1988,85.0,1989,783,0,175000
1362,6155,611,611,502,1920,60.0,1999,0,0,128000
827,7200,0,0,392,1955,60.0,2007,0,0,107500
334,5000,0,0,0,1946,50.0,1950,0,0,39300
1414,9056,707,707,403,2004,74.0,2004,0,35,178000
1347,7000,1117,148,0,1910,70.0,1991,969,0,107500
1724,8924,880,880,527,1998,57.0,1999,0,155,188000
864,12735,864,264,576,1972,70.04995836802665,1972,600,0,111250
1159,11553,1051,378,336,1968,70.04995836802665,1968,673,0,158000
1601,11423,1581,223,670,2001,70.04995836802665,2002,1358,0,272000
1838,14601,1838,578,765,2006,85.0,2006,1260,68,315000
2285,11000,969,969,648,2000,70.04995836802665,2000,0,56,248000
1680,10140,1650,379,583,1998,78.0,1999,144,73,213250
767,4058,723,0,367,1998,34.0,1998,584,40,133000
1496,17104,654,100,426,2006,58.0,2006,554,24,179665
2183,13837,1204,0,786,1988,70.04995836802665,1988,1002,0,229000
1635,8737,1065,765,440,1923,70.0,1950,300,38,210000
768,7244,768,149,624,1970,54.0,1970,619,0,129500
825,8235,825,0,720,1955,49.0,1995,180,50,125000
2094,9375,912,912,615,2003,75.0,2004,0,182,263000
1069,4043,1069,510,440,1977,53.0,1977,559,55,140000
928,6000,928,620,288,1957,50.0,1957,308,0,112500
1717,11146,1709,1709,908,2006,87.0,2006,0,39,255500
1126,8777,0,0,520,1949,67.0,2003,0,96,108000
2046,10625,998,132,871,2003,85.0,2004,866,62,284000
1048,6380,993,993,280,1922,58.0,1950,0,0,113000
1092,14850,1092,197,299,1957,69.0,1957,895,0,141000
1336,11040,637,0,570,1920,60.0,1950,637,47,108000
1446,21872,729,125,406,1996,57.0,1997,604,22,175000
1557,3196,1374,1374,420,2003,70.04995836802665,2004,0,20,234000
1392,11341,1392,90,528,1957,70.04995836802665,1996,1302,0,121500
1389,10010,1389,195,418,1974,77.0,1975,1071,38,170000
996,13907,996,706,0,1940,63.0,1969,290,0,108000
1674,21780,1163,1163,396,1918,66.0,1950,0,36,185000
2295,13346,1095,367,590,1992,70.04995836802665,2000,728,40,268000
1647,6858,806,806,216,1915,66.0,1950,0,66,128000
2504,11198,1122,1122,656,2005,77.0,2007,0,39,325000
1535,10171,1517,1515,532,2004,70.0,2004,2,0,214000
2132,12327,1496,55,612,1983,79.0,2009,1441,40,316600
943,7032,943,0,600,1979,70.04995836802665,1979,943,0,135960
1728,13101,1728,1497,576,1965,74.0,1965,231,0,142600
864,7332,864,450,288,1959,60.0,1959,414,0,120000
1692,13159,846,846,650,2009,83.0,2009,0,114,224500
1430,9967,384,384,400,2000,76.0,2000,0,0,170000
1109,10500,372,23,288,1971,70.0,2005,349,0,139000
1216,8480,832,390,336,1947,80.0,1950,442,0,118500
1477,6292,861,861,216,1928,52.0,1950,0,50,145000
1320,11777,1164,285,564,1966,96.0,1966,328,68,164500
1392,3604,689,689,540,2007,34.0,2007,0,102,146000
1795,12150,1050,1050,352,1954,81.0,1954,0,0,131500
1429,14585,1144,331,572,1960,70.04995836802665,1987,594,110,181900
2042,12704,2042,2042,1390,2008,98.0,2009,0,90,253293
816,11841,816,0,0,1990,81.0,1990,816,32,118500
2775,13500,1237,1237,880,1893,75.0,2000,0,502,325000
1573,6120,884,884,240,1935,51.0,1995,0,0,133000
2028,11443,1868,408,880,2005,88.0,2006,1460,66,369900
838,10267,816,0,275,1918,55.0,2000,210,0,130000
860,8740,840,168,528,1982,74.0,1982,672,0,137000
1473,25095,1437,113,452,1968,65.0,2003,1324,48,143000
935,9100,742,742,308,1930,50.0,1960,0,0,79500
1582,8320,770,280,520,2004,64.0,2004,490,45,185900
2296,13478,1722,384,842,2008,97.0,2008,1338,274,451950
816,6600,816,0,816,1982,60.0,2003,816,0,138000
848,4435,848,163,420,2003,70.04995836802665,2003,685,0,140000
924,7990,924,924,280,1975,88.0,1975,0,0,110000
1826,11302,1814,392,758,2005,69.0,2006,1422,75,319000
1368,3600,684,684,216,1910,60.0,1993,0,158,114504
1402,3922,1258,1258,648,2006,53.0,2007,0,16,194201
1647,12984,1430,0,621,1977,80.0,1977,1283,0,217500
1556,1950,716,23,452,1980,24.0,1980,81,0,151000
1904,10927,1058,512,736,2005,74.0,2005,546,60,275000
1375,9000,780,780,544,1937,50.0,1950,0,162,141000
1915,10041,908,119,506,1992,80.0,1992,789,150,220000
1200,3182,600,600,480,2004,30.0,2005,0,172,151000
1494,12803,1494,572,530,2002,88.0,2002,922,36,221000
1986,13600,768,314,486,1965,85.0,1990,454,42,205000
1040,12464,1040,308,576,1996,82.0,1996,732,0,152000
2008,7800,896,293,230,1948,78.0,2002,603,0,225000
3194,12168,965,537,380,1934,78.0,1998,428,0,359100
1029,7943,1029,126,261,1961,61.0,1961,903,0,118500
2153,11050,1440,536,736,2000,70.04995836802665,2000,904,142,313000
1032,10395,1032,427,564,1978,70.04995836802665,1978,605,0,148000
1872,11885,1299,309,531,2001,70.04995836802665,2001,990,122,261500
1120,8402,1120,914,0,2007,70.0,2007,206,30,147000
630,1491,630,0,0,1972,21.0,1972,150,24,75500
1054,8800,936,173,480,1963,80.0,1963,763,0,137500
1509,7861,783,326,393,2002,70.04995836802665,2003,457,75,183200
832,7227,832,832,528,1954,59.0,1954,0,0,105500
1828,11694,1822,1774,774,2007,90.0,2007,48,108,314813
2262,12244,1482,611,749,2003,85.0,2003,871,0,305000
864,8248,864,823,0,1914,45.0,1950,41,0,67000
2614,10800,1522,384,624,1974,90.0,1997,956,243,240000
980,7064,980,420,484,1977,71.0,1977,560,0,135000
1512,2117,756,336,440,2000,70.04995836802665,2000,420,32,168500
1790,10400,732,485,484,1972,80.0,1972,247,0,165150
1116,10000,1116,1116,440,1962,87.0,1962,0,0,160000
1422,12342,978,978,286,1960,70.04995836802665,1978,0,0,139900
1520,9600,1156,350,364,1955,80.0,1972,674,0,153000
2080,11606,1040,390,504,1969,70.0,1969,650,0,135000
1350,9020,1248,288,520,1964,82.0,1964,624,0,168500
1750,9000,636,636,240,1880,50.0,1991,0,0,124000
1554,4590,1554,1530,627,2006,34.0,2006,24,73,209500
1411,11900,1386,564,544,1977,85.0,1977,822,0,82500
1056,9250,1056,108,260,1954,80.0,2005,480,0,139400
1056,6979,1056,0,576,1980,64.0,1980,1056,56,144000
3395,10896,1440,1184,0,1914,60.0,1995,256,110,200000
800,6120,264,264,0,1936,51.0,1950,0,0,60000
1387,6000,811,811,256,1954,50.0,1954,0,0,93000
796,8777,796,796,0,1910,67.0,1950,0,0,85000
1567,3982,1520,366,648,2006,53.0,2006,1154,0,264561
1518,12677,1518,300,588,2003,62.0,2004,1218,140,274000
1929,7050,1057,319,650,2001,70.04995836802665,2001,738,235,226000
2704,13860,1952,542,538,1972,75.0,1995,1410,111,345000
1620,10793,780,0,462,1969,80.0,1969,493,0,152000
1766,9187,1766,645,478,2009,85.0,2009,1121,130,370878
981,10530,981,664,576,1971,70.04995836802665,1971,282,312,143250
1048,7200,0,0,420,1950,60.0,1950,0,27,98300
1094,10452,1094,594,495,1953,85.0,1953,500,0,155000
1839,7700,756,756,442,1966,70.0,1966,0,124,155000
630,1936,630,0,0,1970,21.0,1970,131,0,84500
1665,8125,813,813,562,2007,65.0,2007,0,0,205950
1510,9084,755,755,296,1940,60.0,1950,0,0,108000
1716,8750,880,880,512,1996,70.0,1996,0,120,191000
1469,10320,756,756,216,1906,60.0,1995,0,0,135000
2113,10437,2109,413,839,1995,91.0,1995,1696,46,350000
1092,1680,525,525,264,1971,21.0,1971,0,0,88000
1053,10007,1053,247,312,1959,72.0,2006,806,0,145500
1502,7200,776,776,270,1931,60.0,2000,0,0,149000
1458,17503,912,912,330,1948,78.0,1950,0,0,97500
1486,9937,1486,849,480,1964,75.0,1999,637,0,167000
1935,12384,793,793,550,1976,70.04995836802665,1976,0,113,197900
2448,46589,1629,88,711,1994,52.0,2005,1361,76,402000
1392,13560,1392,1392,576,1968,120.0,1968,0,0,110000
1181,10012,1138,38,588,1972,90.0,1972,920,0,137500
2097,20896,2077,356,1134,2005,49.0,2006,1721,267,423000
1936,11194,1406,1406,504,2000,106.0,2000,0,124,230500
2380,18450,1021,111,596,1965,70.04995836802665,1979,187,265,129000
1679,8125,1408,270,575,1994,65.0,1998,1138,42,193500
1437,14175,1188,200,576,1956,70.04995836802665,1987,988,0,168000
1180,11600,700,700,252,1922,80.0,1950,0,0,137500
1476,8633,738,545,540,2005,64.0,2005,193,35,173500
1369,6629,672,121,300,1925,54.0,1950,551,0,103600
1208,11250,1208,441,546,1977,70.04995836802665,1977,767,42,165000
1839,14442,1477,291,416,1957,110.0,2004,1186,87,257500
1136,9200,1136,244,384,1965,80.0,1965,892,0,140000
1441,2289,855,544,440,1978,24.0,1978,311,0,148500
1774,9600,1095,1095,779,1900,60.0,1950,0,0,87000
792,9022,768,768,240,1924,52.0,2006,0,0,109500
2046,11844,2046,2046,834,2008,80.0,2008,0,82,372500
988,9945,988,161,572,1961,70.04995836802665,1961,827,0,128500
923,8012,923,261,264,1980,50.0,1980,543,0,143000
1520,4500,793,611,281,1932,55.0,2000,182,0,159434
1291,2887,1291,288,431,1996,70.04995836802665,1997,1003,0,173000
1668,11248,1626,567,702,2002,90.0,2002,1059,45,285000
1839,16770,1195,1195,486,1998,58.0,1998,0,81,221000
2090,5062,1190,180,577,1984,70.04995836802665,1984,828,0,207500
1761,10207,874,874,578,2007,84.0,2007,0,105,227875
1102,5105,551,312,480,2004,70.04995836802665,2004,239,60,148800
1419,8089,1419,474,567,2007,60.0,2007,945,0,392000
1362,7577,1362,1342,460,2005,61.0,2006,20,28,194700
848,4426,848,151,420,2004,70.04995836802665,2004,697,0,141000
4316,21535,2444,989,832,1994,104.0,1995,1455,50,755000
2519,26178,1210,245,628,1989,42.0,1990,965,27,335000
1073,5400,1073,1073,326,1921,60.0,1968,0,0,108480
1539,6120,927,927,576,1936,51.0,1950,0,0,141500
1137,13811,1112,92,551,1987,54.0,1987,980,0,176000
616,6000,616,0,205,1921,50.0,1950,616,0,89000
1148,6420,980,219,308,1952,57.0,1952,210,0,123500
894,8450,894,224,336,1965,65.0,2009,553,144,138500
1391,4282,1391,1375,530,2004,59.0,2004,16,158,196000
1800,14331,1800,526,765,2002,85.0,2002,1274,78,312500
1164,9600,1164,1164,528,1969,80.0,1969,0,0,140000
2576,12438,1234,1234,666,2006,82.0,2006,0,100,361919
1812,7630,360,360,672,1900,76.0,1996,0,0,140000
1484,8400,1473,761,606,2004,70.0,2005,712,35,213000
1092,5600,0,0,0,1930,70.0,1950,0,0,55000
1824,115149,1643,424,739,1971,70.04995836802665,2002,1219,48,302000
1324,6240,1324,461,550,2006,48.0,2006,863,38,254000
1456,9018,728,728,400,2007,65.0,2007,0,24,179540
904,7162,876,876,408,1966,70.04995836802665,1966,0,0,109900
729,4130,270,270,0,1935,56.0,2003,0,0,52000
1178,8712,859,859,384,1900,66.0,1950,0,0,102776
1228,4671,1228,461,472,1988,40.0,1989,767,120,189000
960,9873,960,171,576,1970,60.0,1970,789,288,129000
1479,13517,725,192,475,1976,70.04995836802665,2005,533,44,130500
1350,10140,1064,1064,478,1974,78.0,1974,0,0,165000
2554,10800,718,718,704,1890,60.0,1998,0,48,159500
1178,10000,1176,92,439,1973,80.0,2000,1084,0,157000
2418,10542,1311,138,983,1993,96.0,1994,1173,154,341000
971,9920,971,448,300,1969,69.0,1969,523,0,128500
1742,6563,1742,594,564,1985,70.04995836802665,1985,1148,28,275000
848,4426,848,186,420,2004,70.04995836802665,2004,662,0,143000
864,8120,864,673,463,1970,70.0,1970,191,0,124500
1470,8172,941,941,548,1954,60.0,1972,0,0,135000
1698,13286,1698,464,768,2007,86.0,2008,1234,64,320000
864,6960,864,250,660,1970,60.0,1970,375,0,120500
1680,21695,880,72,540,1988,70.04995836802665,2007,808,44,222000
1232,7314,1232,508,632,2007,64.0,2007,724,0,194500
1776,11475,1584,1584,888,1958,85.0,1958,0,25,110000
1208,6240,780,628,539,1925,52.0,1950,152,23,103000
1616,5389,1595,415,608,1995,39.0,1996,1180,152,236500
1146,9590,868,82,438,2003,73.0,2003,786,22,187500
2031,11404,1153,901,541,1998,75.0,1999,252,84,222500
1144,10000,864,270,264,1961,80.0,1983,594,0,131400
948,8978,948,948,300,1968,70.04995836802665,1968,0,0,108000
1768,10800,880,490,320,1914,60.0,1970,390,341,163000
1040,8544,0,0,400,1950,60.0,1950,0,0,93500
1801,10463,893,893,800,2005,72.0,2005,0,116,239900
1200,10800,1200,0,0,1987,60.0,1988,1200,0,179000
1728,9313,864,864,572,2004,65.0,2004,0,56,190000
1432,9600,264,264,360,1910,60.0,2002,0,0,132000
912,6768,912,80,288,1961,65.0,1996,832,0,142000
1349,8450,1349,1349,539,2000,65.0,2001,0,55,179000
1464,12886,520,76,480,1963,70.0,1999,444,0,175000
1337,5395,1337,604,462,1993,41.0,1993,733,0,180000
2715,8963,1142,487,831,1976,70.04995836802665,1996,575,204,299800
2256,8795,952,652,554,2000,70.04995836802665,2000,300,54,236000
2640,11700,1240,1240,864,1880,65.0,2003,0,0,265979
1720,10593,1720,801,527,1996,59.0,1996,919,56,260400
1529,8405,0,0,240,1945,50.0,1950,0,0,98000
1140,8800,576,576,0,1910,55.0,2004,0,160,96500
1320,7750,660,660,400,2003,70.04995836802665,2003,0,48,162000
1494,9236,1479,279,576,1997,79.0,1997,1200,27,217000
2098,10240,1030,1030,878,2005,80.0,2005,0,52,275500
1026,7930,1026,115,440,1969,61.0,2005,439,48,156000
1471,3230,729,348,440,1999,34.0,1999,381,24,172500
1768,10769,866,846,578,2007,68.0,2007,20,105,212000
1386,11616,672,234,440,1978,70.04995836802665,1978,438,0,158900
1501,2280,744,195,440,1999,24.0,1999,549,0,179400
2531,12257,1318,1198,752,1995,65.0,1995,56,98,290000
864,9100,864,252,300,1959,70.0,1959,612,0,127500
1301,6911,1145,740,440,1924,60.0,1950,405,0,100000
1547,8640,756,732,614,2009,72.0,2009,24,45,215200
2365,9430,1252,89,856,1999,82.0,1999,1163,128,337000
1494,9549,1494,0,481,1995,30.0,1996,437,30,270000
1506,14587,1498,1498,592,2008,75.0,2008,0,174,264132
1714,10421,980,586,496,1988,80.0,1988,394,66,196500
1750,12508,983,323,423,1940,75.0,1985,660,0,160000
1836,9100,1860,1836,484,2004,70.0,2005,24,33,216837
3279,53504,1650,234,841,2003,47.0,2003,1416,36,538000
858,7252,858,173,576,1982,70.04995836802665,1982,685,0,134900
1220,8877,836,0,396,1951,67.0,1951,836,0,102000
1117,7819,1029,480,672,1976,94.0,1976,422,0,107000
912,10150,912,456,275,1958,70.0,1958,456,0,114500
1973,14226,1935,1935,895,2006,110.0,2006,0,45,395000
1204,4500,1204,338,412,1998,32.0,1998,866,247,162000
1614,11210,1614,1594,865,2005,86.0,2006,20,59,221500
894,13350,864,102,440,1974,100.0,1974,762,0,142500
2020,8400,0,0,630,1977,60.0,1977,0,0,144000
1004,10530,975,0,504,1977,78.0,1977,975,0,135000
1253,7875,1237,1237,402,1995,63.0,1996,0,21,176000
1603,7153,761,374,484,1992,65.0,1992,387,124,175900
1430,16285,1413,1413,605,2001,67.0,2002,0,33,187100
1110,9101,1097,0,602,1978,70.04995836802665,1978,1097,30,165500
1484,6300,742,742,0,1914,35.0,2001,0,291,128000
1342,9790,1372,491,457,1967,70.04995836802665,1967,251,0,161500
1652,10800,686,0,416,1915,60.0,1950,686,0,139000
2084,10142,956,300,618,2004,76.0,2004,656,45,233000
901,6000,901,901,281,1954,50.0,2000,0,0,107900
2087,12205,832,264,444,1966,70.04995836802665,2007,568,168,187500
1145,3182,1145,1129,397,2005,43.0,2006,16,16,160200
1062,11333,1029,490,539,1976,70.04995836802665,1976,539,0,146800
2013,9920,1117,255,455,1996,92.0,1997,862,130,269790
1496,9158,1496,1496,474,2007,76.0,2007,0,130,225000
1895,10832,712,712,409,1994,70.04995836802665,1996,0,46,194500
1564,8400,650,650,476,1980,70.0,1981,0,50,171000
1285,8197,660,660,528,1977,71.0,1977,0,0,143500
773,7677,773,203,240,1953,57.0,1953,570,0,110000
3140,13518,1926,1926,820,2008,104.0,2009,0,78,485000
1768,7200,731,162,240,1937,60.0,1950,569,0,175000
1688,12798,616,154,603,1997,79.0,1997,462,114,200000
1196,4800,1196,999,440,1916,40.0,1990,197,0,109900
1456,8199,728,80,410,2005,63.0,2005,648,18,189000
2822,13891,1734,1734,1020,2008,107.0,2009,0,170,582933
1128,9000,936,124,286,1954,75.0,1954,812,0,118000
1428,12274,1417,1417,554,2008,91.0,2008,0,60,227680
980,9750,980,100,384,1967,75.0,1967,400,0,135500
1576,21384,1324,15,528,1923,144.0,2004,1309,312,223500
1086,13400,1024,380,484,1966,85.0,1966,516,0,159950
2138,8100,849,849,360,1898,90.0,1965,0,156,106000
1309,10140,1040,0,484,1974,78.0,1999,663,0,181000
848,4438,848,186,420,2004,70.04995836802665,2004,662,0,144500
1044,8712,540,540,504,1952,66.0,1952,0,0,55993
1442,9750,1442,834,301,1958,75.0,1958,608,0,157900
1250,8248,686,686,280,1918,45.0,1950,0,0,116000
1661,12137,1649,1649,598,1998,48.0,1998,0,34,224900
1008,11425,1008,522,275,1954,70.04995836802665,1954,486,0,137000
1689,13265,1568,350,857,2002,70.04995836802665,2002,1218,59,271000
1052,8816,1010,506,440,1971,80.0,1971,504,0,155000
1358,6371,1358,625,484,2009,44.0,2010,733,35,224000
1640,7226,798,798,595,2003,72.0,2003,0,45,183000
936,6000,936,936,576,1953,60.0,1953,0,32,93000
1733,12394,847,847,433,2003,70.04995836802665,2003,0,48,225000
1489,9900,778,778,240,1940,60.0,1950,0,0,139500
1489,11216,1489,1489,776,2006,81.0,2006,0,140,232600
2084,14803,2078,442,1220,2007,114.0,2008,1636,45,385000
784,6130,784,0,0,1924,50.0,1950,784,0,109500
1434,8529,1454,1434,527,2001,65.0,2001,20,39,189000
2126,28698,1013,0,538,1967,70.04995836802665,1967,249,0,185000
1223,2544,600,600,480,2005,24.0,2005,0,166,147400
1392,11900,1392,352,458,1957,80.0,1957,1040,0,166000
1200,3180,600,600,480,2005,30.0,2005,0,166,151000
1829,9548,941,458,613,2003,44.0,2003,483,39,237000
1516,10004,1516,975,472,1964,100.0,1964,196,0,167000
1144,7875,1144,572,456,1961,75.0,1961,572,0,139950
1067,9600,1067,625,436,1950,60.0,1995,442,0,128000
1559,8100,1559,1221,812,1948,90.0,1973,338,116,153500
987,1680,483,153,264,1973,21.0,1973,330,0,100000
1099,9525,1099,1099,352,1995,75.0,2006,0,0,144000
1200,11767,768,416,240,1946,70.0,1995,352,0,130500
1482,12155,672,516,400,1925,70.04995836802665,1950,156,0,140000
1539,10440,650,650,686,1904,60.0,2002,0,78,157500
1165,9020,1127,276,490,1966,82.0,1966,312,129,174900
1800,8000,1800,1800,0,1961,80.0,1961,0,0,141000
1416,12665,876,876,720,1915,100.0,1950,0,0,153900
1701,16647,1390,0,611,1975,70.04995836802665,1981,1390,0,171000
1775,9317,740,227,425,1993,75.0,1993,513,72,213000
864,15523,864,404,338,1972,36.0,1972,460,0,133500
2358,45600,907,907,360,1908,75.0,1997,0,40,240000
1855,9600,528,528,512,1976,80.0,1994,0,100,187000
848,4435,848,189,420,2003,36.0,2003,659,0,131500
1456,3196,1273,1273,400,2003,70.04995836802665,2003,0,20,215000
1646,7128,918,554,240,1941,53.0,1950,364,0,164000
1445,12095,1127,563,645,1964,70.04995836802665,1964,564,0,158000
1779,17920,1763,372,454,1955,102.0,1974,306,418,170000
1040,6897,1040,381,260,1962,70.04995836802665,2010,659,104,127000
1026,10970,940,0,576,1978,70.04995836802665,1978,505,0,147000
1481,8125,702,702,343,1994,65.0,1995,0,36,174000
1370,10400,1090,1090,479,1976,80.0,1976,0,0,152000
2654,11029,1054,435,619,1968,70.04995836802665,1984,619,65,250000
1426,7642,912,912,216,1918,55.0,1998,0,240,189950
1039,11625,1039,198,504,1965,75.0,1965,841,0,131500
1097,9672,1040,702,480,1984,81.0,1985,338,0,152000
1148,7931,1148,0,672,1959,70.0,1959,1148,0,132500
1372,8640,1372,1372,529,2007,72.0,2008,0,140,250580
1002,8750,1002,174,902,1970,70.04995836802665,1970,828,0,148500
1646,10656,1638,1638,870,2006,67.0,2007,0,80,248900
1120,6970,1040,108,544,1961,85.0,1961,932,0,129000
2320,14762,0,0,672,1948,70.04995836802665,1950,0,144,169000
1949,9938,1050,300,574,1993,80.0,1994,750,90,236000
894,6600,894,894,308,1962,60.0,1962,0,0,109500
1682,8750,804,299,523,1998,70.0,1998,505,77,200500
910,8892,105,105,414,1953,74.0,1996,0,0,116000
1268,12144,832,457,288,1949,60.0,1950,375,28,133000
1131,5720,676,676,200,1941,52.0,1950,0,0,66500
2610,9000,1184,1120,550,2007,75.0,2007,64,364,303477
1040,25286,1064,431,648,1963,94.0,1963,633,0,132250
2224,8834,1462,292,738,2004,74.0,2005,1170,0,350000
1155,11782,1109,210,576,1961,88.0,1995,899,0,148000
864,7000,864,218,336,1978,70.04995836802665,2005,646,0,136500
1090,7024,1090,110,450,2005,60.0,2006,980,49,157000
1717,13758,1156,254,400,1990,44.0,1991,902,36,187500
1593,9636,808,808,389,1992,70.04995836802665,1993,0,40,178000
2230,6204,795,795,440,1912,60.0,1950,0,188,118500
892,7150,892,460,288,1967,65.0,1967,432,0,100000
1709,5119,1698,460,506,1999,50.0,2000,1238,65,328900
1712,8393,1626,1098,588,1959,70.0,2005,528,54,145000
1393,16466,816,816,300,1955,59.0,1955,0,0,135500
2217,15865,2217,1043,621,1970,95.0,1970,351,207,268000
1505,12160,1505,481,505,1953,128.0,1953,1024,0,149500
924,8064,672,672,576,1949,60.0,2006,0,0,122900
1683,11184,918,192,440,1978,70.0,1978,226,0,172500
1068,8414,1059,396,264,1963,70.0,2003,663,0,154500
1383,13284,1383,319,354,1954,70.04995836802665,1954,1064,116,165000
1535,7018,0,0,400,1979,64.0,1979,0,0,118858
1796,7056,780,380,483,1963,71.0,1963,400,50,140000
951,8765,951,666,327,1936,50.0,1950,285,28,106500
2240,7018,0,0,528,1979,64.0,1979,0,0,142953
2364,12919,2330,142,820,2009,100.0,2010,2188,67,611657
1236,6993,912,447,288,1961,65.0,1994,465,0,135000
858,7340,858,536,684,1971,70.04995836802665,1971,322,0,110000
1306,8712,992,132,756,1957,64.0,2000,860,0,153000
1509,7875,783,783,393,2003,63.0,2003,0,75,180000
1670,14859,1670,1670,690,2006,50.0,2006,0,60,240000
902,6173,876,277,288,1967,70.04995836802665,1967,599,0,125500
1063,9920,1056,412,280,1954,80.0,1954,354,0,128000
1636,13501,1623,1560,865,2006,116.0,2006,63,60,255000
2057,11500,1017,794,180,1936,86.0,1987,223,0,250000
902,8885,864,239,484,1983,70.04995836802665,1983,301,0,131000
1484,12589,742,742,390,2005,149.0,2005,0,24,174000
2274,11600,1105,662,480,1960,80.0,1960,443,0,154300
1268,9286,1268,1072,252,1977,70.04995836802665,1989,196,0,143500
1015,6120,768,279,450,1925,51.0,1950,489,0,88000
2002,6270,1001,717,871,1949,82.0,1950,284,0,145000
